ID;Startzentrum_X;Startzentrum_Y;Startzentrum_Z;Austritt_s;Linsenkontakt_s;Metallkontakt_s;Kontakt_Safranstapel_s;Ruhezustand_s;Innerhalb_Schale;Endgeschwindigkeit
saffron-0001;-0.11763;5.67070;0.03944;0.37777777777777777;0.6277777777777778;;2.1333333333333333;4.411111111111111;true;0
saffron-0002;-0.08291;5.76817;0.02666;0.3944444444444445;0.6333333333333333;;2.305555555555556;4.572222222222222;true;0
saffron-0003;-0.05241;5.81129;-0.01823;0.4166666666666667;;;2.3111111111111113;4.661111111111111;true;0
saffron-0004;-0.16995;5.65088;0.14518;0.3666666666666667;0.5611111111111111;3.5722222222222224;2.2944444444444447;4.827777777777778;true;0
saffron-0005;0.04556;5.79903;0.00602;0.37777777777777777;;4.538888888888889;2.1833333333333336;5.033333333333333;true;0
saffron-0006;-0.22391;5.61664;0.04690;0.3944444444444445;;2.0833333333333335;2.077777777777778;3.177777777777778;true;0
saffron-0007;-0.01446;5.81184;-0.14058;0.4;;2.011111111111111;2.15;3.2111111111111112;true;0
saffron-0008;-0.12154;5.76024;0.16681;0.38333333333333336;0.5388888888888889;2.677777777777778;2.4333333333333336;3.95;true;0
saffron-0009;-0.16675;5.74703;-0.05052;0.3944444444444445;;3.966666666666667;2.188888888888889;4.622222222222223;true;0
saffron-0010;-0.13963;5.72934;0.17962;0.37222222222222223;0.5166666666666667;2.5055555555555555;2.5833333333333335;3.3111111111111113;true;0
saffron-0011;-0.22592;5.59216;0.11484;0.3666666666666667;;2.0833333333333335;2.066666666666667;3.0944444444444446;true;0
saffron-0012;-0.03197;5.90714;0.00233;0.4444444444444445;;3.0833333333333335;2.216666666666667;4.4;true;0
saffron-0013;-0.04855;5.81763;0.03209;0.37777777777777777;;4.0055555555555555;2.2444444444444445;4.733333333333333;true;0
saffron-0014;-0.15385;5.62581;0.01809;0.37222222222222223;0.5166666666666667;;2.1277777777777778;4.683333333333334;true;0
saffron-0015;-0.16129;5.67458;0.17389;0.37222222222222223;0.5777777777777778;2.272222222222222;5.427777777777778;2.9722222222222223;true;0
saffron-0016;-0.16055;5.66911;-0.08575;0.3611111111111111;;2.2666666666666666;1.9611111111111112;3.5833333333333335;true;0
saffron-0017;-0.12408;5.65615;-0.12883;0.35555555555555557;;2.0166666666666666;2.0055555555555555;3.3722222222222222;true;0
saffron-0018;-0.02349;5.88689;-0.12225;0.4222222222222222;;3.8944444444444444;2.077777777777778;4.655555555555556;true;0
saffron-0019;0.04289;5.76277;-0.06237;0.37777777777777777;;2.1555555555555554;2.1833333333333336;3.1333333333333333;true;0
saffron-0020;-0.19743;5.60272;0.03877;0.3611111111111111;;3.7444444444444445;2.066666666666667;4.5888888888888895;true;0
saffron-0021;0.01876;5.79922;0.16011;0.35000000000000003;0.5222222222222223;;2.2111111111111112;5.238888888888889;true;0
saffron-0022;-0.04244;5.75864;0.00061;0.38333333333333336;;;2.316666666666667;4.527777777777778;true;0
saffron-0023;-0.02290;5.87911;-0.04413;0.4166666666666667;;2.1722222222222225;2.15;3.35;true;0
saffron-0024;-0.03650;5.78229;-0.00719;0.37777777777777777;;4.4;2.2944444444444447;5.222222222222222;true;0
saffron-0025;-0.06091;5.66095;0.12274;0.32222222222222224;0.4777777777777778;4.683333333333334;2.166666666666667;4.966666666666667;true;0
saffron-0026;-0.19257;5.54349;0.08497;0.3666666666666667;;2.011111111111111;2.066666666666667;3.0833333333333335;true;0
saffron-0027;-0.18249;5.66359;0.01453;0.37777777777777777;;;2.1166666666666667;4.55;true;0
saffron-0028;-0.11419;5.60770;-0.04582;0.34444444444444444;;;2.0722222222222224;4.3;true;0
saffron-0029;-0.14686;5.68198;0.06309;0.35000000000000003;0.5222222222222223;4.061111111111111;2.138888888888889;4.7;true;0
saffron-0030;-0.15899;5.52437;-0.08779;0.31666666666666665;;1.8444444444444446;1.9611111111111112;2.938888888888889;true;0
saffron-0031;-0.18040;5.54731;-0.03920;0.35555555555555557;;1.9277777777777778;1.9500000000000002;3.577777777777778;true;0
saffron-0032;-0.02392;5.90459;0.02351;0.4222222222222222;;2.15;2.1944444444444446;2.816666666666667;true;0
saffron-0033;-0.24948;5.60465;-0.16271;0.3888888888888889;;2.9333333333333336;1.9722222222222223;4.622222222222223;true;0
saffron-0034;-0.04030;5.76393;-0.09773;0.38333333333333336;;4.3;2.0500000000000003;4.455555555555556;true;0
saffron-0035;-0.08758;5.69073;0.05707;0.3666666666666667;0.5111111111111112;3.6277777777777778;2.2055555555555557;4.566666666666666;true;0
saffron-0036;-0.13535;5.58345;-0.01978;0.34444444444444444;;;2.0388888888888888;4.294444444444444;true;0
saffron-0037;-0.16119;5.66949;0.18302;0.3888888888888889;0.5222222222222223;2.1833333333333336;2.6166666666666667;2.8944444444444444;true;0
saffron-0038;-0.15684;5.69201;0.00501;0.41111111111111115;;;2.25;4.5888888888888895;true;0
saffron-0039;-0.17750;5.52851;0.11605;0.3388888888888889;;2.0055555555555555;2.95;2.9444444444444446;true;0
saffron-0040;-0.16568;5.66203;-0.18231;0.35555555555555557;;1.9055555555555557;1.9666666666666668;2.5944444444444446;true;0
saffron-0041;-0.04833;5.65910;-0.11441;0.35000000000000003;;4.455555555555556;2.138888888888889;5.366666666666667;true;0
saffron-0042;-0.02338;5.68077;0.18753;0.3277777777777778;0.4777777777777778;2.4222222222222225;2.4333333333333336;3.5611111111111113;true;0
saffron-0043;0.02563;5.71012;0.10871;0.31666666666666665;0.5055555555555555;3.861111111111111;2.238888888888889;4.594444444444445;true;0
saffron-0044;-0.16482;5.65181;-0.07163;0.3666666666666667;;4.655555555555556;2.1166666666666667;4.705555555555556;true;0
saffron-0045;-0.01699;5.67993;-0.07883;0.3277777777777778;;;2.177777777777778;4.738888888888889;true;0
saffron-0046;-0.28006;5.61319;-0.12010;0.40555555555555556;;;2.0833333333333335;4.65;true;0
saffron-0047;-0.23375;5.56778;-0.11063;0.3944444444444445;;2.5833333333333335;1.9500000000000002;3.638888888888889;true;0
saffron-0048;-0.04074;5.88122;0.03555;0.43333333333333335;;2.2;2.1944444444444446;4.283333333333333;true;0
saffron-0049;-0.11432;5.75900;-0.14636;0.37777777777777777;;1.988888888888889;2;2.8333333333333335;true;0
saffron-0050;-0.11363;5.80167;-0.09995;0.4222222222222222;;;2.327777777777778;4.583333333333334;true;0
saffron-0051;0.03449;5.73761;0.08605;0.3388888888888889;0.5;2.2;2.327777777777778;3.1944444444444446;true;0
saffron-0052;-0.03913;5.72134;0.05207;0.33333333333333337;0.6722222222222223;3.788888888888889;2.2222222222222223;4.638888888888889;true;0
saffron-0053;-0.08583;5.73776;-0.14130;0.37222222222222223;;2.0055555555555555;2;4.277777777777778;true;0
saffron-0054;-0.08811;5.63780;-0.16938;0.3055555555555556;;1.8166666666666667;2.0055555555555555;2.7;true;0
saffron-0055;-0.03247;5.72848;0.15520;0.3611111111111111;0.48888888888888893;2.566666666666667;2.35;3.3722222222222222;true;0
saffron-0056;-0.05451;5.77647;-0.06109;0.3944444444444445;;;2.327777777777778;4.455555555555556;true;0
saffron-0057;-0.05795;5.71559;-0.02102;0.35555555555555557;;2.088888888888889;2.0944444444444446;3.4944444444444445;true;0
saffron-0058;-0.06988;5.76108;0.11471;0.3611111111111111;0.5611111111111111;3.8444444444444446;2.2444444444444445;4.944444444444445;true;0
saffron-0059;0.01648;5.80902;-0.17622;0.3666666666666667;;1.9055555555555557;1.988888888888889;3.022222222222222;true;0
saffron-0060;-0.12561;5.66694;0.11996;0.34444444444444444;0.5111111111111112;3.1944444444444446;2.2944444444444447;4.594444444444445;true;0
saffron-0061;-0.08815;5.79807;0.19440;0.3888888888888889;0.5388888888888889;2.3444444444444446;2.9333333333333336;3.8944444444444444;true;0
saffron-0062;-0.14860;5.61201;0.17977;0.3388888888888889;0.5444444444444445;2.033333333333333;2.95;3.3111111111111113;true;0
saffron-0063;0.03995;5.73796;0.12654;0.3388888888888889;0.5;2.188888888888889;2.2111111111111112;4.577777777777778;true;0
saffron-0064;-0.05954;5.81388;-0.05744;0.4388888888888889;;;2.283333333333333;4.6722222222222225;true;0
saffron-0065;-0.14305;5.76401;-0.14470;0.38333333333333336;;2.9055555555555554;1.988888888888889;4.522222222222222;true;0
saffron-0066;-0.14779;5.75371;-0.07869;0.3944444444444445;;3.438888888888889;2.15;5.138888888888889;true;0
saffron-0067;-0.19442;5.62541;0.10991;0.37222222222222223;0.5555555555555556;3.405555555555556;2.1222222222222222;4.65;true;0
saffron-0068;-0.08772;5.76958;-0.04199;0.37777777777777777;;3.3666666666666667;2.161111111111111;4.388888888888889;true;0
saffron-0069;-0.15908;5.57463;-0.03634;0.3277777777777778;;2;2;3.3777777777777778;true;0
saffron-0070;-0.04141;5.84871;-0.01039;0.4388888888888889;;4.522222222222222;2.2777777777777777;4.627777777777778;true;0
saffron-0071;-0.14345;5.58708;0.00427;0.3388888888888889;;3.95;2.0833333333333335;4.461111111111111;true;0
saffron-0072;-0.19740;5.65995;-0.16576;0.3888888888888889;;1.9722222222222223;1.9666666666666668;2.7666666666666666;true;0
saffron-0073;-0.71296;6.12854;0.13915;0.9888888888888889;;;2.7666666666666666;4.961111111111111;true;0
saffron-0074;-0.24349;6.05525;0.13383;0.6888888888888889;;;2.4444444444444446;4.761111111111111;true;0
saffron-0075;-0.99125;6.13677;-0.16467;1.0166666666666666;;;2.816666666666667;4.738888888888889;true;0
saffron-0076;-0.45429;5.88323;-0.07164;0.8611111111111112;;;2.816666666666667;4.8500000000000005;true;0
saffron-0077;-0.44534;6.25996;0.25232;1.1055555555555556;;;2.738888888888889;5.122222222222223;true;0
saffron-0078;-0.48666;6.24057;0.23086;1;;;2.677777777777778;5.016666666666667;true;0
saffron-0079;-0.29122;6.09476;0.06185;0.7722222222222223;;;2.638888888888889;5.388888888888889;true;0
saffron-0080;-1.14899;6.24810;-0.07509;1.238888888888889;;;2.8222222222222224;5.477777777777778;true;0
saffron-0081;-0.69719;6.69685;0.04486;1.7;;;3.4333333333333336;5.161111111111111;true;0
saffron-0082;-1.02244;6.50316;-0.07625;1.6166666666666667;;6.455555555555556;3.011111111111111;6.65;true;0
saffron-0083;-0.55705;6.37290;-0.15941;1.238888888888889;;;3.111111111111111;5.055555555555555;true;0
saffron-0084;-0.92547;6.00301;0.10153;0.6722222222222223;;;2.538888888888889;4.783333333333333;true;0
saffron-0085;-0.42016;5.93518;0.18165;0.8166666666666667;;;2.75;5.094444444444445;true;0
saffron-0086;-0.65364;6.15941;-0.03790;1.0833333333333335;;;2.9833333333333334;4.972222222222222;true;0
saffron-0087;-0.50022;6.06492;0.01657;0.9611111111111111;;;2.927777777777778;4.9;true;0
saffron-0088;-0.46825;6.10397;-0.26725;0.8166666666666667;;;2.555555555555556;5.122222222222223;true;0
saffron-0089;-0.96420;6.56401;-0.14938;1.7277777777777779;;;3.316666666666667;5.933333333333334;true;0
saffron-0090;-0.90452;6.15475;-0.05669;1.0833333333333335;;;2.816666666666667;5;true;0
saffron-0091;-0.76629;6.69602;-0.12890;1.6666666666666667;;;3.35;5.211111111111111;true;0
saffron-0092;-0.26447;6.17963;0.07345;0.9444444444444445;;;2.6944444444444446;4.8388888888888895;true;0
saffron-0093;-0.76145;6.33993;0.08418;1.3722222222222222;;;3.2944444444444447;5.183333333333334;true;0
saffron-0094;-0.83449;6.36841;0.13960;1.3833333333333333;;;3.1611111111111114;5.833333333333334;true;0
saffron-0095;-1.13283;6.30509;0.13801;1.838888888888889;;;3.3333333333333335;6.538888888888889;true;0
saffron-0096;-0.68958;6.16178;-0.20790;1.1111111111111112;;;3.0944444444444446;5.038888888888889;true;0
saffron-0097;-0.45354;6.27725;-0.03395;1.1722222222222223;;;3.0444444444444447;4.938888888888889;true;0
saffron-0098;-0.79992;5.96591;-0.27068;0.5777777777777778;;3.2444444444444445;2.138888888888889;4.288888888888889;true;0
saffron-0099;-0.69352;5.95046;-0.15124;0.7000000000000001;;;2.5166666666666666;4.683333333333334;true;0
saffron-0100;-0.97951;6.37057;0.17091;1.3055555555555556;;;3.1166666666666667;6.094444444444445;true;0
saffron-0101;-0.63348;5.86525;0.19297;0.4388888888888889;;2.361111111111111;2.166666666666667;3.077777777777778;true;0
saffron-0102;-0.39473;6.13117;0.00161;1.0222222222222224;;;2.9;4.877777777777778;true;0
saffron-0103;-0.57804;6.23790;0.04428;1.1833333333333333;;;3.0944444444444446;5.138888888888889;true;0
saffron-0104;-0.61175;6.65089;-0.01785;1.527777777777778;;;3.216666666666667;5.15;true;0
saffron-0105;-0.79246;6.47290;-0.25400;1.2;;;2.7777777777777777;5.566666666666667;true;0
saffron-0106;-0.77700;6.21112;-0.01916;1.1777777777777778;;;3.1277777777777778;5.072222222222223;true;0
saffron-0107;-0.54045;6.12530;0.14909;1.088888888888889;;;2.927777777777778;4.894444444444445;true;0
saffron-0108;-0.73051;5.98747;-0.03338;0.8222222222222223;;;2.538888888888889;5.027777777777778;true;0
saffron-0109;-0.95640;6.12253;-0.12422;0.7722222222222223;;;2.338888888888889;5.083333333333334;true;0
saffron-0110;-0.73108;6.76177;-0.04258;1.7222222222222223;;;3.5944444444444446;5.155555555555556;true;0
saffron-0111;-0.43268;5.96697;0.24348;0.6444444444444445;;2.4833333333333334;2.488888888888889;3.6277777777777778;true;0
saffron-0112;-0.67414;6.32103;-0.25976;1.088888888888889;;;2.8333333333333335;5.705555555555556;true;0
saffron-0113;-0.68998;6.35969;0.13631;1.4333333333333333;;;3.261111111111111;5.416666666666667;true;0
saffron-0114;-0.68366;6.14744;-0.25609;0.6611111111111111;;3.022222222222222;2.1555555555555554;4.577777777777778;true;0
saffron-0115;-0.57394;6.42031;-0.20257;1.2555555555555555;;;2.927777777777778;5.272222222222222;true;0
saffron-0116;-1.17939;6.27287;0.10122;1.6055555555555556;;4.988888888888889;3.0444444444444447;6.405555555555556;true;0
saffron-0117;-0.51394;6.05109;-0.14843;0.9388888888888889;;;2.6611111111111114;5.355555555555556;true;0
saffron-0118;-0.84721;5.95376;0.20108;0.5277777777777778;0.75;2.988888888888889;2.361111111111111;4.488888888888889;true;0
saffron-0119;-0.40498;5.94407;-0.16765;0.6833333333333333;;;2.316666666666667;4.711111111111111;true;0
saffron-0120;-1.07356;6.24869;0.19218;1.1500000000000001;;;2.6722222222222225;5.177777777777778;true;0
saffron-0121;-0.94099;6.57203;-0.17428;1.6611111111111112;;;3.4111111111111114;7.0888888888888895;true;0
saffron-0122;-0.91599;6.55037;-0.19262;1.5222222222222224;;;3.2111111111111112;6.083333333333334;true;0
saffron-0123;-0.74743;6.55990;0.12689;1.6166666666666667;;;3.2111111111111112;5.222222222222222;true;0
saffron-0124;-1.08667;6.16215;0.27359;0.9777777777777779;;2.577777777777778;2.5833333333333335;4.177777777777778;true;0
saffron-0125;-1.13938;6.23927;0.20138;1.1833333333333333;;4.6000000000000005;2.6555555555555554;5.2555555555555555;true;0
saffron-0126;-0.55915;6.57174;-0.13147;1.4444444444444444;;;3.055555555555556;5.272222222222222;true;0
saffron-0127;-0.60306;5.84013;0.25776;0.4444444444444445;;2.3111111111111113;2.288888888888889;3.7055555555555557;true;0
saffron-0128;-0.44441;5.84609;-0.20750;0.55;;;2.305555555555556;4.4944444444444445;true;0
saffron-0129;-1.07867;6.13571;-0.16967;0.9944444444444445;;;2.7;4.733333333333333;true;0
saffron-0130;-0.52983;5.75342;-0.18580;0.5222222222222223;;3.577777777777778;2.261111111111111;4.583333333333334;true;0
saffron-0131;-0.68167;5.82017;-0.05818;0.4388888888888889;;4.822222222222222;2.2111111111111112;5.0888888888888895;true;0
saffron-0132;-0.55588;5.69251;-0.00987;0.43333333333333335;;;2.2;4.816666666666666;true;0
saffron-0133;-0.63932;5.97233;-0.27099;0.8444444444444444;;;2.666666666666667;4.911111111111111;true;0
saffron-0134;-0.85604;6.06852;0.18084;0.6833333333333333;;;2.511111111111111;4.95;true;0
saffron-0135;-0.35159;6.15744;0.03575;1.0555555555555556;;;2.9555555555555557;5.1000000000000005;true;0
saffron-0136;-0.91643;6.19412;-0.01236;1.088888888888889;;;2.861111111111111;5.25;true;0
saffron-0137;-0.75367;5.96154;0.02070;0.638888888888889;;;2.3111111111111113;4.738888888888889;true;0
saffron-0138;-0.66847;6.06941;0.16996;0.9611111111111111;;;2.8777777777777778;5.333333333333334;true;0
saffron-0139;-0.53571;5.78255;0.08472;0.5833333333333334;;;2.4;4.7444444444444445;true;0
saffron-0140;-0.32908;6.24783;-0.10300;0.9888888888888889;;;2.8333333333333335;5.1000000000000005;true;0
saffron-0141;-0.90182;6.49585;-0.12574;1.6111111111111112;;;3.4111111111111114;5.688888888888889;true;0
saffron-0142;-0.63643;5.80200;-0.26504;0.46111111111111114;;2.011111111111111;2.0277777777777777;3.3222222222222224;true;0
saffron-0143;-0.61411;6.42601;-0.07279;1.35;;;3.177777777777778;4.95;true;0
saffron-0144;-0.23769;6.26997;-0.21200;0.9111111111111111;;;2.5055555555555555;4.761111111111111;true;0
saffron-0145;-0.73843;6.00876;0.16840;0.8;;;2.7055555555555557;4.888888888888889;true;0
saffron-0146;-1.19575;6.25960;-0.25183;1.4833333333333334;;5.483333333333333;2.9611111111111112;6.3500000000000005;true;0
saffron-0147;-0.92872;6.40988;0.09063;1.3777777777777778;;5.3500000000000005;3;5.988888888888889;true;0
saffron-0148;-0.89721;6.12075;-0.12598;0.888888888888889;;;2.538888888888889;4.911111111111111;true;0
saffron-0149;-0.77869;6.32661;-0.15254;1.3611111111111112;;;3.111111111111111;5.055555555555555;true;0
saffron-0150;-0.43959;6.18465;0.03986;1.1388888888888888;;;3.038888888888889;4.916666666666667;true;0
saffron-0151;-0.83534;5.93616;0.26261;0.5777777777777778;;3.316666666666667;2.2055555555555557;4.011111111111111;true;0
saffron-0152;-0.73793;6.62998;-0.21267;1.4666666666666668;;;3.155555555555556;6.433333333333334;true;0
saffron-0153;-0.19898;6.08595;0.17785;0.6444444444444445;;4.65;2.4722222222222223;5.072222222222223;true;0
saffron-0154;-0.71855;6.41743;0.11929;1.4777777777777779;;;3.2944444444444447;5.4;true;0
saffron-0155;-0.72747;6.15367;-0.20522;1.0777777777777777;;;2.8555555555555556;4.788888888888889;true;0
saffron-0156;-0.81128;5.99968;-0.03165;0.7777777777777778;;;2.411111111111111;4.8;true;0
saffron-0157;-0.88462;6.33806;-0.02447;1.25;;;3.038888888888889;5.716666666666667;true;0
saffron-0158;-0.82132;6.46119;0.20877;1.3555555555555556;;;3.022222222222222;5.811111111111111;true;0
saffron-0159;-0.54426;6.07729;-0.21566;1.0944444444444446;;;2.816666666666667;4.977777777777778;true;0
saffron-0160;-0.67383;6.53918;0.17940;1.511111111111111;;;3.216666666666667;5.355555555555556;true;0
saffron-0161;-0.66860;5.92298;-0.18920;0.8388888888888889;;;2.5611111111111113;4.716666666666667;true;0
saffron-0162;-0.64908;6.00699;-0.07241;0.7944444444444445;;;2.638888888888889;5.094444444444445;true;0
saffron-0163;-0.28957;6.00342;0.08791;0.6333333333333333;;;2.522222222222222;4.7444444444444445;true;0
saffron-0164;-0.79222;6.13299;0.04336;0.8166666666666667;;;2.4833333333333334;4.711111111111111;true;0
saffron-0165;-0.89029;6.28577;-0.17381;1.3722222222222222;;;3.0611111111111113;5.138888888888889;true;0
saffron-0166;-0.60786;5.96372;-0.18622;0.8777777777777778;;;2.75;4.861111111111112;true;0
saffron-0167;-0.63448;5.91258;-0.00817;0.6944444444444444;;;2.466666666666667;5.233333333333333;true;0
saffron-0168;-0.85527;6.02317;-0.13258;0.7833333333333333;;;2.5;4.472222222222222;true;0
saffron-0169;-0.25614;6.07792;-0.26810;0.6555555555555556;;;2.316666666666667;4.972222222222222;true;0
saffron-0170;-0.57826;5.86206;-0.20852;0.6666666666666667;;;2.3111111111111113;4.655555555555556;true;0
saffron-0171;-0.68021;6.26935;0.01918;1.1944444444444444;;;3.177777777777778;5;true;0
saffron-0172;-0.89699;6.42874;-0.22022;1.4000000000000001;;;3.0722222222222224;5.438888888888889;true;0
saffron-0173;-0.74710;6.73244;0.18961;1.577777777777778;;;3.1277777777777778;6.316666666666667;true;0
saffron-0174;-0.45568;6.42021;-0.17787;1.2722222222222224;;;3.0500000000000003;5.111111111111112;true;0
saffron-0175;-0.60289;6.15748;-0.10246;1.1444444444444446;;;2.9444444444444446;4.883333333333334;true;0
saffron-0176;-0.95307;6.27181;0.10039;1.1722222222222223;;;2.9;5.488888888888889;true;0
saffron-0177;-0.35197;5.94289;0.03036;0.7611111111111112;;;2.611111111111111;4.777777777777778;true;0
saffron-0178;-0.33942;5.91200;0.12313;0.6222222222222222;;;2.477777777777778;4.783333333333333;true;0
saffron-0179;-0.76381;6.00580;0.10261;0.7444444444444445;;;2.6611111111111114;4.805555555555555;true;0
saffron-0180;-0.87477;6.46042;0.10388;1.5722222222222222;;;3.277777777777778;5.4944444444444445;true;0
saffron-0181;-0.50919;6.30735;0.03331;1.3055555555555556;;;3.272222222222222;5.1000000000000005;true;0
saffron-0182;-0.68875;5.86140;-0.06368;0.6222222222222222;;;2.327777777777778;4.888888888888889;true;0
saffron-0183;-0.23788;6.25063;0.08191;0.9833333333333334;;;2.6833333333333336;4.7555555555555555;true;0
saffron-0184;-0.87540;6.57794;0.21634;1.3055555555555556;;;2.888888888888889;5.516666666666667;true;0
saffron-0185;-0.42178;6.20769;-0.08563;1.0611111111111111;;;2.927777777777778;5.055555555555555;true;0
saffron-0186;-0.36223;5.99280;-0.14206;0.8555555555555556;;;2.65;4.822222222222222;true;0
saffron-0187;-0.71109;6.65866;0.21436;1.5166666666666668;;;3.216666666666667;5.561111111111111;true;0
saffron-0188;-0.49036;6.42260;-0.22003;1.1277777777777778;;;2.666666666666667;5.3500000000000005;true;0
saffron-0189;-0.71764;6.68683;-0.16260;1.7;;;3.316666666666667;6.4944444444444445;true;0
saffron-0190;-0.42628;5.84794;0.09975;0.7222222222222222;;;2.7;4.833333333333334;true;0
saffron-0191;-0.83460;6.41181;0.17311;1.3777777777777778;;;3.1722222222222225;5.4222222222222225;true;0
saffron-0192;-0.53916;6.53934;-0.21305;1.2944444444444445;;;2.966666666666667;5.194444444444445;true;0
saffron-0193;-0.95071;6.36958;-0.13129;1.4277777777777778;;;3.3444444444444446;5.205555555555556;true;0
saffron-0194;-0.57887;5.74694;0.04282;0.4166666666666667;0.7000000000000001;4.711111111111111;2.288888888888889;4.933333333333334;true;0
saffron-0195;-0.78701;6.61608;-0.00149;1.6611111111111112;;;3.5055555555555555;5.05;true;0
saffron-0196;-0.76725;6.38646;-0.19952;1.3111111111111111;;;3.1833333333333336;5.138888888888889;true;0
saffron-0197;-0.27121;6.12674;0.04967;0.8444444444444444;;;2.7;5.033333333333333;true;0
saffron-0198;-0.81245;6.39908;0.16367;1.4611111111111112;;;3.2111111111111112;5.477777777777778;true;0
saffron-0199;-1.16734;6.27912;-0.19209;1.4944444444444445;;5.455555555555556;2.95;6.211111111111111;true;0
saffron-0200;-0.99882;6.22382;0.00996;1.0944444444444446;;;2.7;4.961111111111111;true;0
saffron-0201;-1.15541;6.24153;0.05879;1.288888888888889;;5.394444444444445;2.772222222222222;5.616666666666667;true;0
saffron-0202;-0.56860;5.86630;-0.25677;0.4388888888888889;;1.8222222222222222;;2.533333333333333;true;0
saffron-0203;-0.81521;5.99639;-0.11088;0.7777777777777778;;;2.6722222222222225;4.8388888888888895;true;0
saffron-0204;-0.33436;6.19381;0.03308;1.088888888888889;;;2.9611111111111112;4.916666666666667;true;0
saffron-0205;-0.76937;6.36363;-0.19845;1.277777777777778;;;3.155555555555556;4.977777777777778;true;0
saffron-0206;-0.61763;6.53122;-0.17358;1.4388888888888889;;;3.0333333333333337;6;true;0
saffron-0207;-0.50009;5.82974;-0.25935;0.55;;3.25;2.177777777777778;4.138888888888889;true;0
saffron-0208;-0.75137;6.74728;-0.25154;1.5833333333333335;;;3.077777777777778;6.816666666666667;true;0
saffron-0209;-0.41831;5.93351;0.07387;0.8222222222222223;;;2.716666666666667;4.794444444444444;true;0
saffron-0210;-0.58811;5.87315;-0.22364;0.5611111111111111;;2.9111111111111114;2.1333333333333333;4.0055555555555555;true;0
saffron-0211;-0.73997;6.67081;0.17591;1.5833333333333335;;;3.2055555555555557;6.522222222222222;true;0
saffron-0212;-0.57513;6.17529;-0.18630;1.1055555555555556;;;3;4.733333333333333;true;0
saffron-0213;-0.53452;5.82528;-0.01644;0.6222222222222222;;;2.466666666666667;4.8;true;0
saffron-0214;-0.34293;6.37908;0.01262;1.1277777777777778;;;2.727777777777778;4.911111111111111;true;0
saffron-0215;-0.93341;6.12489;0.00424;0.9722222222222222;;;2.4833333333333334;4.911111111111111;true;0
saffron-0216;-0.99779;6.28570;-0.26967;0.9888888888888889;;;2.566666666666667;5.266666666666667;true;0
saffron-0217;-0.46623;6.00124;-0.11254;0.888888888888889;;;2.677777777777778;4.844444444444445;true;0
saffron-0218;-1.09173;6.26528;-0.16107;1.2055555555555555;;;2.6333333333333333;5.405555555555556;true;0
saffron-0219;-0.84839;6.55849;0.16567;1.577777777777778;;;3.4;6.0055555555555555;true;0
saffron-0220;-0.49380;6.04696;0.08666;1.0222222222222224;;;2.927777777777778;4.961111111111111;true;0
saffron-0221;-0.99297;6.35785;0.26986;1.0611111111111111;;2.8444444444444446;2.6277777777777778;4.366666666666667;true;0
saffron-0222;-0.60370;6.30603;0.11318;1.2833333333333334;;;3.166666666666667;5.055555555555555;true;0
saffron-0223;-0.88690;6.54909;0.04458;1.5611111111111111;;;3.388888888888889;5.594444444444445;true;0
saffron-0224;-0.87040;5.98842;-0.14441;0.6333333333333333;;;2.3222222222222224;4.605555555555556;true;0
saffron-0225;-0.22412;6.11788;-0.09130;0.7388888888888889;;;2.4222222222222225;5.033333333333333;true;0
saffron-0226;-0.48868;5.83587;-0.09617;0.5611111111111111;;;2.327777777777778;4.677777777777778;true;0
saffron-0227;-0.88908;5.95821;-0.19583;0.5666666666666667;;3.5055555555555555;2.3111111111111113;4.638888888888889;true;0
saffron-0228;-0.46643;6.01155;-0.24381;0.9777777777777779;;;2.666666666666667;5.577777777777778;true;0
saffron-0229;-0.50142;6.31983;-0.19206;1.1944444444444444;;;2.8944444444444444;5.155555555555556;true;0
saffron-0230;-0.52879;5.96952;-0.07355;0.9166666666666667;;;2.927777777777778;4.827777777777778;true;0
saffron-0231;-0.84922;6.64604;0.14240;1.6555555555555557;;;3.2833333333333337;6.611111111111112;true;0
saffron-0232;-0.20637;6.07797;0.11569;0.7222222222222222;;4.333333333333334;2.3444444444444446;4.983333333333333;true;0
saffron-0233;-0.55114;5.85800;0.14584;0.788888888888889;;;2.75;4.9;true;0
saffron-0234;-0.43363;5.90651;-0.14609;0.8111111111111111;;;2.6555555555555554;4.722222222222222;true;0
saffron-0235;-0.73071;6.19169;-0.28064;0.8611111111111112;;;2.566666666666667;5.055555555555555;true;0
saffron-0236;-0.76811;5.89704;0.16790;0.788888888888889;;;2.65;5.072222222222223;true;0
saffron-0237;-1.19485;6.25462;-0.11210;1.4611111111111112;;;2.977777777777778;5.9222222222222225;true;0
saffron-0238;-0.73512;6.60669;-0.14310;1.6111111111111112;;;3.3222222222222224;5.227777777777778;true;0
saffron-0239;-0.43462;5.92258;0.21100;0.7333333333333334;;;2.5611111111111113;4.927777777777778;true;0
saffron-0240;-0.25598;6.10902;0.17235;0.7611111111111112;;2.566666666666667;2.3222222222222224;3.988888888888889;true;0
saffron-0241;-1.03458;6.14343;0.02082;1.027777777777778;;;2.5166666666666666;5.355555555555556;true;0
saffron-0242;-0.22290;6.03400;0.22774;0.5666666666666667;;3.4333333333333336;2.283333333333333;4.2555555555555555;true;0
saffron-0243;-0.88008;6.06175;-0.07177;0.7611111111111112;;;2.538888888888889;4.7444444444444445;true;0
